timestamp;URL;beschreibung;evt_count_pm_sig;ga_cd_application_requirements;ga_cd_cxp_historicallisting;ga_cd_maillead_default_shown;ga_cd_via;ga_cd_via_qualified;geo_bln;geo_krs;geo_land;geo_plz;lat;long;obj_ExclusiveExpose;obj_assistedLiving;obj_balcony;obj_barrierFree;obj_baseRent;obj_baseRentRange;obj_cId;obj_cellar;obj_condition;obj_cwId;obj_depositLink;obj_energyEfficiencyClass;obj_energyType;obj_firingTypes;obj_floor;obj_galleryAd;obj_garden;obj_groupnumber;obj_hasKitchen;obj_heatingCosts;obj_heatingType;obj_houseNumber;obj_immotype;obj_interiorQual;obj_ityp;obj_lastRefurbish;obj_lift;obj_livingSpace;obj_livingSpaceRange;obj_nbp;obj_newlyConst;obj_noRooms;obj_noRoomsRange;obj_numberOfFloors;obj_objectnumber;obj_petsAllowed;obj_picture;obj_picturecount;obj_pricetrend;obj_pricetrendbuy;obj_pricetrendrent;obj_project_id;obj_regio1;obj_regio2;obj_regio3;obj_scoutId;obj_serviceCharge;obj_street;obj_streetPlain;obj_telekomDownloadSpeed;obj_telekomHdTelephone;obj_telekomInternet;obj_telekomInternetProductAvailable;obj_telekomInternetProductName;obj_telekomInternetServices;obj_telekomInternetTechnology;obj_telekomInternetType;obj_telekomInternetUrl;obj_telekomInternetUrlMobile;obj_telekomTrackingGroup;obj_telekomTvOffer;obj_telekomUploadSpeed;obj_thermalChar;obj_totalRent;obj_typeOfFlat;obj_yearConstructed;obj_yearConstructedRange;obj_zipCode
2020-01-02 18:24:46.580855;/expose/110885983;['Charakterstark:\n\nOrt der Geborgenheit und Raum für abwechslungsreiche Lebenskonzepte.\n\nIhr neues Zuhause im StadtHausSüd ist repräsentativ, gut ausgestattet, verfügt über einen privaten Außenbereich und liegt in der facettenreichen, angesagten Leipziger Südvorstadt.\n\nEinige Wohnungen sind übrigens barrierefrei und per Tiefgarage und bequem mit dem Aufzug zu erreichen.\n\nDie Fotos zur Einheit sind teilweise Beispiele einer vergleichbaren Wohnung.\n\nDie Wohnungen werden unmöbliert und ohne Dekoration vermietet.', 'Unser Rückzugsort \n\nAussichtsreich: Balkon, Loggia, Dachterrasse oder Terrasse mit Garten\n\nWertig: Eiche-Echtholzparkett in allen Wohn-,Schlaf- und Arbeitszimmern, Flur/Diele und in offenen Küchen\n\nMarkenbewusst: hochwertige Bodenfliesen in Bädern und im Hauswirtschaftsraum mit Waschmaschinenanschluss und Abstellmöglichkeit für Wäschetrockner\n\nStilvoll: modern geflieste Bäder mit weißen Markensanitärobjekten (wandhängendes Tiefspül-WC, Waschtisch, verchromte Armatur, Badewanne und/oder bodengleiche Dusche, teilweise Gäste-WC\n\nBeliebt: deutsche Marken-Einbauküchen inklusive Markengeräte (Cerankochfeld, Heißluft-Backofen, Flachschirmdunstabzugshaube, Kühl-Gefrierkombination, Geschirrspülmaschine, Edelstahlspüle mit Armatur)\n\nIdeal: Fernwärme, Fußbodenheizung und Handtuchheizkörper im Bad\n\nSelbstverständlich: Breitbandkabel-Anschluss (Kabel Deutschland) Lan-Anschlussmöglichkeiten in jedem Zimmer\n\nSchützend: Kunststofffenster mit Isolierverglasung und Sonnenschutz durch Rollläden\n\nSicherheitshalber: Türsprechanlage mit Farb-Videoauge und Farbdisplay in der Wohnung\n\n*Die Bilder zeigen die Musterwohnung*\n\nDie vorgenannten Betriebs-/ Heizkostenvorauszahlungen stellen eine unverbindliche Schätzung der zu erwartenden Betriebskosten dar. Es wird ausdrücklich darauf hingewiesen, dass sich nach erfolgter Abrechnung auch Nachforderungsbeträge ergeben können.\n\nDer Mieter erhält eine Nettokaltmiete mietfrei und verzichtet im Gegenzug die ersten zwölf Monate seiner Mietzeit auf sein Recht zur ordentlichen Kündigung des Mietverhältnisses. Verlängert der Mieter sein Kündigungsverzicht freiwillig um weitere zwölf Monate, dann wird dem Mieter nach zwölf Monaten ein weiterer Monat nettokaltmietfrei gewährt.\n\nFür diese Wohnung sind Staffelmieten vorgesehen. Einzelheiten teilen wir Ihnen gern im Rahmen der Wohnungsbesichtigungen mit.', 'Familienfreundlich: Schön gestalteter Innenhof mit kleinem Spielbereich, verschiedene Schulen in der Umgebung sowie die Hochschule für Technik, Wirtschaft und Kultur, neu gestalteter Spielplatz am Steinplatz 3 Minuten entfernt.\n\nBesonderes: Gute Infrastruktur! Der Markkleeberger See/Cospudener See befindet sich in unmittelbarer Entfernung, die Leipziger Innenstadt ist bequem mit den öffentlichen Verkehrsmitteln in 5 Minuten zu erreichen. Und frische Brötchen gibt es übrigens in der Bäckerei im Erdgeschoss.', '- Erstbezug\n- Fernwärme\n- Gartenanteil / Mitbenutzung\n- Vollbad\n- Parkett\n- Fliesen\n- Waschmaschinenanschluss vorhanden'];showqualicontactform;profile0;false;true;schaufenster;;Sachsen;Leipzig;Deutschland;04275;51,3195513467013;12,375829213998689;true;n;y;n;999;6;18286671;n;no_information;002.01009099501;n;;;no_information;;;n;;y;92.47;no_information;-;wohnung_miete;no_information;0,active;;y;93.76;4;true;n;4;4;;3018.36057.0027;no_information;https://pictures.immobilienscout24.de/listings/3d222bc2-fb67-436c-8bd1-b9a13cb0a52b-1286841405.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;4.47;16.11;4.47;84799;Sachsen;Leipzig;Südvorstadt;110885983;143.76;"Scharnhorststra&szlig;e 41A WE A.07";Scharnhorststraße_41A_WE_A.07;;;;;;;;;;;;;;;1235.23;apartment;2018;9;04275
2020-01-02 18:24:46.939814;/expose/115119696;['Diese wunderschöne Altbau-Wohnung befindet sich in Leipzig-Wahren. Das Gebäude ist voll unterkellert und verfügt über eine begrünte Außenanlage.', 'Die 2-RWE befindet sich im 1. OG eines MFH und verfügt über ein großes Wohn- und Schlafzimmer, einem Tageslichtbad mit Badewanne sowie einer separaten Küche. Die Wohnräume sind mit hochwertigem Laminat ausgestattet, die Küche mit einem PVC-Boden.', 'Die Wohnung befindet sich in einer ruhig gelegenen Seitenstraße und ist verkehrsgünstig gelegen. Einkaufsmöglichkeiten sind fußläufig erreichbar.', 'Für eine Besichtigung freuen wir uns auf Ihren Anruf unter 0341 256 594 547 oder Mail an: l.fischer@rt-facility.com\n\nSollte es sich hierbei nicht um Ihre Traumwohnung handeln, rufen Sie dennoch an. Wir finden auch für Sie die passende Wohnung.'];showqualicontactform;profile0;false;true;schaufenster;true;Sachsen;Leipzig;Deutschland;04159;51,3756659425904;12,318149768389993;false;n;n;n;370;2;15702674;y;refurbished;002.01002851216;y;NO_INFORMATION;energy_consumption;gas;1;disabled;n;;n;64.5;no_information;7;wohnung_miete;normal;0,active;;n;55.69;2;;n;2;2;4;115119696;no_information;https://pictures.immobilienscout24.de/listings/c980150d-5cfc-4e19-984b-9ba138eed8c6-1343112191.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;3.57;15.99;3.57;;Sachsen;Leipzig;Wahren;115119696;64.5;"&Ouml;lhafenstra&szlig;e";Ölhafenstraße;100 MBit/s;true;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;127;499;apartment;1910;1;04159
2020-01-02 18:24:47.728363;/expose/114636285;['Das Mehrfamilienhaus befindet sich im beliebten Stadtteil Möckern. Das Gebäude ist voll unterkellert und verfügt über einen Trocken- sowie einen Fahrradraum. Parkmöglichkeiten befinden sich vor dem Gebäude.', 'Die Wohnung befindet sich im 2. Obergeschoss. Sie verfügt über ein geräumiges Wohnzimmer, zwei Kinderzimmer, einem Schlafzimmer, eine separate Küche und ein Tageslichtbad mit Wanne. Die Fußböden der Wohnung sind mit Laminat ausgestattet.', 'Die angebotene Wohnung befindet sich in Möckern. Einkaufsmöglichkeiten für den täglichen Bedarf sind in unmittelbarer Nähe. Die öffentlichen Verkehrsmittel erreichen Sie in wenigen Gehminuten.', 'Gern vereinbaren wir mit Ihnen einen Besichtigungstermin unter 0341 - 256 594 545\n\nSollte es sich hierbei nicht um Ihre Traumwohnung handeln, rufen Sie dennoch an. Wir finden auch für Sie die passende Wohnung.'];showqualicontactform;profile0;false;true;schaufenster;true;Sachsen;Leipzig;Deutschland;04159;51,36949788419162;12,345397000791351;false;n;y;n;543;4;15702674;y;refurbished;002.01002851216;y;;energy_consumption;district_heating;4;disabled;n;1364;n;99.5;central_heating;31;wohnung_miete;normal;0,active;2019;n;74.32;3;;n;4;4;4;1364;negotiable;https://pictures.immobilienscout24.de/listings/206d3e5e-bb82-4dc9-8eea-7dd242765714-1336178041.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;10;3.8;14.48;3.8;;Sachsen;Leipzig;Möckern;114636285;99.5;Yorckstr.;Yorckstr.;100 MBit/s;true;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;118.59;742;apartment;1973;3;04159
2020-01-02 18:24:48.496329;/expose/114338118;['Sanierter Altbau mit Charme. Das Wohnzimmer und das Schlafzimmer sind geräumig. Die Küche ist mit einer Einbauküche ausgestattet. Das innenliegende Bad verfügt über eine Dusche.', '- Laminat in den Räumen\n- Fliesenboden in der Küche\n- innenliegendes Bad mit Dusche', '- Leipzig-Möckern\n- zentrale Lage\n- direkte Anbindung zu den öffentlichen Verkehrsmitteln\n- viele Einkaufsmöglichkeiten', 'Gern vereinbaren wir mit Ihnen einen Besichtigungstermin unter 0341 - 256 594 547. \n\nSollte es sich hierbei nicht um Ihre Traumwohnung handeln, rufen Sie dennoch an. Wir finden auch für Sie die passende Wohnung.'];showqualicontactform;profile0;false;true;schaufenster;true;Sachsen;Leipzig;Deutschland;04159;51,3708373862988;12,336726739909329;false;n;n;n;434;3;15702674;y;refurbished;002.01002851216;y;;energy_consumption;gas;3;disabled;n;;n;75;no_information;5;wohnung_miete;normal;0,active;;n;64.74;3;;n;3;3;5;114338118;no_information;https://pictures.immobilienscout24.de/listings/41b6ad09-2899-4c3d-954a-648112c48e08-1331885544.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;3.8;14.48;3.8;;Sachsen;Leipzig;Möckern;114338118;75;"Elli-Voigt-Stra&szlig;e";Elli-Voigt-Straße;100 MBit/s;true;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;124;584;apartment;1900;1;04159
2020-01-02 18:24:48.856364;/expose/114842629;['Ihr neues Zuhause finden Sie hier! Das Dunckerviertel im Stadtteil Neulindenau zeichnet sich durch seine weitläufige Bebauung mit einem hohen Anteil an Grünflächen aus. Zu Fuß erreichen Sie mehrere erholsame Kleingartenanlagen, den Karl-Heine-Kanal und den Lindenauer Hafen. In der Nähe befinden sich Haltestellen des öffentlichen Nahverkehrs, Ärztehäuser, Schulen und Kindereinrichtungen.', 'gute Verkehrsanbindung Bus, Bahn,gute Einkaufsmöglichkeiten'];showqualicontactform;profile0;false;true;schaufenster;true;Sachsen;Leipzig;Deutschland;04179;51,3357691286667;12,308628850854303;true;n;y;n;485.21;3;17773;n;refurbished;001.17773;y;;;no_information;2;disabled;n;;n;84.38;central_heating;1;wohnung_miete;no_information;0,active;;n;70.32;3;;n;3;3;3;1000.00072002.00001006;negotiable;https://pictures.immobilienscout24.de/listings/d5d3d017-e8a5-40a2-92ff-da37fd555766-1343032704.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;2;3.4;16.24;3.4;;Sachsen;Leipzig;Neulindenau;114842629;84.39;Mansfelder Weg;Mansfelder_Weg;100 MBit/s;true;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;;653.98;no_information;1954;2;04179
2020-01-02 18:24:49.177553;/expose/114319641;['Das Grundstück besteht aus einem Vorder- und einem Hinterhaus. Im Hinterhaus werden derzeit 2-Zimmer-Wohnungen saniert (38 - 43 m²).', 'STUDENTEN und AZUBIS aufgepasst! \n\nIm Objekt Brandvorwerkstraße 57 werden derzeit 2-Raum-Wohnung saniert.\n\nAlle Böden werden erneuert und mit modernen Laminat ausgestattet. Ebenfalls werden die Wohnung malermäßig instandgesetzt. \nEine Einbauküche ist ebenfalls vorhanden.', 'Das Objekt liegt in der verkehrsruhigen Brandvorwerkstraße mit guten Parkmöglichkeiten und sehr guten Verkehrsanbindung an öffentliche Verkehrsmittel.\nSie befinden sich in der Mitte der Südvorstadt. Die berühmte Karl-Liebknecht-Straße in wenigen Minuten zu Fuß erreichbar.', 'Wir freuen uns über Ihr Interesse und stehen Ihnen bei sämtlichen Fragen zur Vermietung und der Vereinbarung von Besichtigungsterminen zur Verfügung.'];showqualicontactform;profile0;false;true;schaufenster;true;Sachsen;Leipzig;Deutschland;04275;51,319179547188;12,367475509050037;false;n;n;n;449;3;18111493;y;refurbished;009.67027a06-5d6f-408e-8739-82a88b30d05e;y;NO_INFORMATION;energy_consumption;gas;3;;y;;y;45.5;central_heating;57;wohnung_miete;normal;0,active;;n;38;1;;n;2;2;4;114319641;no_information;https://pictures.immobilienscout24.de/listings/c31f62c0-e49f-419a-8772-0447bd1db721-1342706780.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;6;4.5;16.11;4.5;;Sachsen;Leipzig;Südvorstadt;114319641;45.5;"Brandvorwerkstra&szlig;e";Brandvorwerkstraße;100 MBit/s;true;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;138.3;540;apartment;1900;1;04275
2020-01-02 18:24:49.552612;/expose/115117206;['Die Wohnung befindet sich im 3. Obergeschoss eines Mehrfamilienhauses umgeben von viel Grün.\n\nEin Kellerabteil gehört mit zum Angebot und kann kostenfrei genutzt werden.', 'Ihre neue Wohnung hat zwei geräumige Zimmer sowie einen weiteren, kleineren Wohnraum, wobei das Schlafzimmer über den Wohnraum zu erreichen ist.\nDer sonnige Balkon geht ebenfalls vom Wohnraum ab und ist nach Westen ausgerichtet.\n\nWeiterhin verfügt die Wohnung über ein Tageslichtbad mit Wanne sowie eine separate Küche mit Fenster und Einbauküche.', 'Großzschocher ist ein bei den Leipzigern sehr beliebter Stadtteil, südwestlich vom Stadtzentrum gelegen. \nAufgelockerte Bebauung und großzügige Grünanlagen erhöhen den Wohnkomfort in diesem Gebiet. \nDie Anbindung an den öffentlichen Nahverkehr ist sehr gut. Einkaufsmöglichkeiten sowie Schulen und Dienstleister sind im Wohngebiet vorhanden.', 'Sichern Sie sich jetzt Ihren Besichtigungstermin unter 0341 - 256 594 536!\n\nSollte es sich hierbei noch nicht um Ihre Traumwohnung handeln, freuen wir uns ebenfalls auf Ihren Anruf - wir finden bestimmt auch für Sie das Passende.\n\nAlle Angaben in diesem Exposè wurden sorgfältig und so vollständig wie möglich erfasst. Gleichwohl kann das Vorhandensein von Fehlern nicht ausgeschlossen werden. Die Angaben in diesem Exposè erfolgen daher ohne jede Gewähr. Maßgeblich sind die im Mietvertrag geschlossenen Vereinbarungen. Mietverhandlungen sind ausschließlich über die benannte Verwaltung zu führen. Mietpreisänderungen bleiben vorbehalten.'];showqualicontactform;profile0;false;true;schaufenster;true;Sachsen;Leipzig;Deutschland;04249;51,3031585958995;12,325745865008832;false;n;y;n;405;3;15702674;y;no_information;002.01002851216;y;NO_INFORMATION;energy_consumption;district_heating;3;disabled;n;;y;65;central_heating;13;wohnung_miete;no_information;0,active;2019;n;58.19;2;;n;3;3;4;13514/6451;negotiable;https://pictures.immobilienscout24.de/listings/cb8d8ef5-435c-4997-ab45-50a0838cc735-1343073915.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;8;3;12.66;3;;Sachsen;Leipzig;Großzschocher;115117206;55;"Karl-Heft-Stra&szlig;e";Karl-Heft-Straße;100 MBit/s;true;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;88;525;apartment;1965;2;04249
2020-01-02 18:24:49.930609;/expose/115123288;"['- saniertes Mehrfamilienhaus ""Rote Front""', '- Laminat in allen Wohnräumen\n- wunderschönes helles Wohnzimmer\n- Küche mit Fenster\n- kein Durchgangszimmer\n- Tageslichtbad mit Wanne\n- Keller vorhanden\n- begrünter Hinterhof\n- Wäscheplatz\n- Fahrradraum', '- Stadtteil: Mockau\n- ideale Verkehrsanbindung\n- ÖPNV im direkten Umfeld\n- schnelle Erreichbarkeit der Innenstadt, der Autobahnen und Bundesstraßen\n- Einkaufsmöglichkeiten, Ärzte, Apotheken, Kita, Schulen vorhanden', 'Gern vereinbaren wir mit Ihnen einen Besichtigungstermin unter der Telefonnummer 0341 / 256 594 514.']";showqualicontactform;profile0;false;true;premium;true;Sachsen;Leipzig;Deutschland;04357;51,3682349909954;12,406276277007942;false;n;n;n;320;2;15702674;y;refurbished;002.01002851216;y;;energy_consumption;gas;1;disabled;n;;n;;central_heating;69;wohnung_miete;normal;0,active;2018;n;45.13;2;;n;2;2;3;115123288;negotiable;https://pictures.immobilienscout24.de/listings/c71bed35-0601-4888-965a-e3b2b048da0e-1343156804.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;13;3.01;13.63;3.01;;Sachsen;Leipzig;Mockau_Süd;115123288;120;Friedrichshafner Str.;Friedrichshafner_Str.;100 MBit/s;true;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;142.03;440;apartment;;;04357
2020-01-02 18:24:50.294603;/expose/114983806;"['Diese hochwertig ausgestattete 4-Raum-Wohnung befindet sich in einem neu sanierten Altbau mit beeindruckender Architektur. Vier sehr helle und freundliche Zimmer erstrecken sich hier auf knapp 108 Quadratmetern. Durch ihren pfiffigen Grundriss in Kombination mit den großen Fenstern sowie dem Echtholzparkett aus Eiche wird diese Immobilie zu einem richtigen Hingucker.\n\nÜber das gepflegte Treppenhaus, welches über einen Aufzug verfügt, erreicht man diese schöne Etagenwohnung im zweiten Obergeschoss. Hinter der verzierten Eingangstür empfängt Sie ein großzügiger Flur. Rechtsseitig des Flurs befinden sich zwei der drei Schlafzimmer. Das große Elternschlafzimmer ist schön geschnitten, verfügt über ein eigenes Gäste-WC mit Dusche und schafft durch seine drei Fenster eine sehr freundliche Atmosphäre. Die Trennwand ermöglicht die separate Nutzung eines Ankleidebereiches. Linksseitig des Flurs befindet sich ein weiteres sehr helles Schlafzimmer sowie das große Badezimmer mit Badewanne, Doppelwaschbecken und Tageslicht. Einen sehr edlen Touch verschafft der dunkel geflieste Fußboden, welcher auch in der offen gestalteten Küche anzufinden ist. Neben einer Speisekammer verfügt diese auch über einen Zugang zu dem schön ausgerichteten Balkon. Der großzügige Wohn- und Essbereich ist ebenfalls hell gestaltet und bietet ausreichend Platz um sich dekorativ einzurichten. Im Innenhof ist ein Gemeinschaftsgarten für die Mieter, ausgestattet mit einen Sandkasten und Platz für Kinder, geschützt vorhanden.\n\nVereinbaren Sie jetzt einen Besichtigungstermin und überzeugen Sie sich selbst von dieser schönen Immobilie.\n', 'Dieses schöne Objekt befindet sich im Leipziger Stadtteil Dölitz, unweit von der Innenstadt entfernt. Während Sie hier eine fantastische Infrastruktur genießen, können Sie den Stadttrubel während eines Spaziergangs durch den Göthe- oder den Agra-Park für kurze Zeit vergessen. Mehrere Einkaufsmöglichkeiten sowie jegliche Bildungseinrichtungen, Ärzte und gemütliche Restaurants befinden sich in unmittelbarer Umgebung. Highlight bildet die Nähe zum Leipziger Neuseenland, welches über die Bundesstraße 2 in nur zehn Autominuten erreicht werden kann - die perfekte Lage für Groß und Klein.\n', 'Seit vielen Jahren beraten wir unsere Kunden erfolgreich beim Kauf oder der Anmietung von Immobilien in Leipzig und Umgebung. Informieren sie sich über unser großes Angebot an wunderschönen Häusern und Mietwohnungen auf unserer Homepage, oder rufen sie uns an. Wir beraten sie gerne.\n\nwww.willuhn-immobilien.de\n\n \n\nWiderrufsbelehrung\n\nWenn Sie als Verbraucher eine Leistung kostenpflichtig bestellen, haben sie das folgende Widerrufsrecht: Sie haben das Recht, binnen vierzehn Tagen ohne Angabe von Gründen diesen Vertrag zu widerrufen. Die Widerrufsfrist beträgt vierzehn Tage ab dem Tag des Vertragsabschlusses. Um Ihr Widerrufsrecht auszuüben, müssen Sie uns mittels einer eindeutigen Erklärung (z.B. ein mit der Post versandter Brief, Telefax oder E-Mail) über Ihren Entschluss, diesen Vertrag zu widerrufen, informieren. Sie können dafür das beigefügte Widerrufsformular www.vvv-leipzig-immobilien.de/Widerrufsformular.pdf verwenden, das jedoch nicht vorgeschrieben ist. Zur Wahrung der Widerrufsfrist reicht es aus, dass Sie die Mitteilung über die Ausübung des Widerrufsrechts vor Ablauf der Widerrufsfrist absenden.\n\n\nDer Widerruf ist zu richten an:\nWilluhn Immobilien e.K.\nInh. Sabine Willuhn\nScherlstrasse 14\n04103 Leipzig\nTel.: 0341-30321212\nFax: 0341-30321211\nE-Mail: info@willuhn-immobilien.de\n\nFolgen des Widerrufs\nWenn Sie diesen Vertrag widerrufen, haben wir Ihnen alle Zahlungen, die wir von Ihnen erhalten haben, einschließlich der Lieferkosten (mit Ausnahme der zusätzlichen Kosten, die sich daraus ergeben, dass Sie eine andere Art der Lieferung als die von uns angebotene, günstigste Standardlieferung gewählt haben), unverzüglich und spätestens binnen vierzehn Tagen ab dem Tag zurückzuzahlen, an dem die Mitteilung über Ihren Widerruf dieses Vertrags bei uns eingegangen ist. Für diese Rückzahlung verwenden wir dasselbe Zahlungsmittel, das Sie bei der ursprünglichen Transaktion eingesetzt haben, es sei denn, mit Ihnen wurde ausdrücklich etwas anderes vereinbart; in keinem Fall werden Ihnen wegen dieser Rückzahlung Entgelte berechnet. Haben Sie verlangt, dass die Dienstleistungen während der Widerrufsfrist beginnen soll, so haben Sie uns einen angemessenen Betrag zu zahlen, der dem Anteil der bis zu dem Zeitpunkt, zu dem Sie uns von der Ausübung des Widerrufsrechts hinsichtlich dieses Vertrags unterrichten, bereits erbrachten Dienstleistungen im Vergleich zum Gesamtumfang der im Vertrag vorgesehenen Dienstleistungen entspricht.\n\nHinweis zum vorzeitigen Erlöschen des Widerrufsrechts\nIhr Widerrufsrecht erlischt bei einem Vertrag zur Erbringung von Dienstleistungen vorzeitig, wenn wir die Dienstleistung vollständig erbracht haben und mit der Ausführung der Dienstleistung erst begonnen haben, nachdem Sie dazu Ihre ausdrückliche Zustimmung gegeben haben und gleichzeitig Ihre Kenntnis davon bestätigt haben, dass Sie Ihr Widerrufsrecht bei vollständiger Vertragserfüllung durch uns verlieren.\n']";showqualicontactform;profile0;false;true;premium;true;Sachsen;Leipzig;Deutschland;04279;51,28930387621;12,391587971635072;true;n;y;n;939;6;4178540;y;no_information;001.4178540;y;NO_INFORMATION;energy_consumption;gas;2;;n;;n;;central_heating;176;wohnung_miete;luxury;0,active;2019;y;108;5;;n;4;4;4;317114;no_information;https://pictures.immobilienscout24.de/listings/1e8f54b6-148b-4499-ba2b-1bcf03b477db-1341255209.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;19;3.33;12.4;3.33;;Sachsen;Leipzig;Dölitz_Dösen;114983806;260;"Bornaische Stra&szlig;e";Bornaische_Straße;100 MBit/s;true;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;103;1199;apartment;;;04279
2020-01-02 18:24:50.686610;/expose/114846453;['Das um 1901 errichtete Gründerzeithaus Volksgartenstraße steht als Einzeldenkmal unter Denkmalschutz. Das unterkellerte Reihenhaus hat 4 Wohnetagen und ein im Zuge der Sanierung 2017 ausgebautes Dachgeschoss.\nDas Haus ist mit einer sehr schönen Naturstein- und Klinkerfassade straßenseitig gestaltet. Die originalen Türen und Bleiverglasungen, repräsentative Wohnungstüren und Eichenholztreppenanlage sowie weitere Details aus der Erbauungszeit wurden denkmalgerecht aufgearbeitet.', 'Funktionelle Grundrisse schaffen in den lichtdurchfluteten Wohnungen Platz zum Leben. Die Wohnungen sind natürlich mit zeitgemäßem Interieur und hochwertiger Haustechnik ausgerüstet. Die Bäder sind standardmäßig mit Handtuchheizkörper\nund Deckenspots ausgestattet, abgestimmt\nauf zeitlos modernes Fliesendesign. Laminatböden\nauf schallentkoppelten Decken mit Fußbodenheizung\nsind Beispiele für Ausstattungsdetails. Sämtliche\nWohnungen erhalten Balkone\nmit Blick in den ruhigen nord-ost ausgerichteten Innenhof.\nDie Keller bieten Platz für Stauraum und Hobby für die Mieter. Der grüne Innenhof  lädt zukünftig zum Verweilen ein.', 'Das Grundstück liegt im Nordosten der Stadt Leipzig, im Stadtteil Schönefeld. Das Gebäude ist gut an den ÖPNV angebunden und liegt nahe zu den Rewe Gorkistraße sowie dem EKZ Sonnenwall in Schönefeld. Der Blick\nauf der  Balkonseite richtet sich zu zum Hinterhof.  Die städtische Infrastruktur mit öffentlichen Einrichtungen wie Schulen, Kindergärten etc. auf der einen Seite und naturnahe Erholungsgebiete  sprechen für ein angenehmes Wohnumfeld.', 'Die Wohnung ist ab sofort verfügbar!\n\n2 Tageslichtbäder mit Badewanne und Dusche!'];showqualicontactform;profile0;false;true;premium;true;Sachsen;Leipzig;Deutschland;04328;51,3577054705709;12,418507376410478;false;n;y;n;791;5;4005592;y;mint_condition;001.4005592;n;C;energy_required;district_heating;4;disabled;y;;n;;central_heating;9;wohnung_miete;sophisticated;0,active;2017;n;121.62;6;;n;4;4;4;114846453;negotiable;https://pictures.immobilienscout24.de/listings/5d8cb326-7c0e-4944-acfe-463a9adf2442-1339320068.jpg/ORIG/resize/118x118%3E/extent/118x118/format/jpg/quality/80;27;3.02;null;3.02;;Sachsen;Leipzig;Schönefeld_Ost;114846453;270;"Volksgartenstra&szlig;e";Volksgartenstraße;100 MBit/s;true;100 MBit/s;true;MagentaZuhause L;web,email,bank,music,dl-ul,game,sd,mltstr,hd,fast-ul-dl;über VDSL;REGULAR;https://padlock.link/ml;https://padlock.link/ioml;telekom_layer_magenta_l;ONE_YEAR_FREE;40 MBit/s;87.88;1061;roof_storey;1901;1;04328
